Id,Title,Author,Description,Rating,ISBN,ISBN13,Publish,URL
50398,Northanger Abbey,Jane Austen,"A wonderfully entertaining coming-of-age story, Northanger Abbey is often referred to as Jane Austen's ""Gothic parody."" Decrepit castles, locked rooms, mysterious chests, cryptic notes, and tyrannical fathers give the story an uncanny air, but one with a decidedly satirical twist.The story's unlikely heroine is Catherine Morland, a remarkably innocent seventeen-year-old woman from a country parsonage. While spending a few weeks in Bath with a family friend, Catherine meets and falls in love with Henry Tilney, who invites her to visit his family estate, Northanger Abbey. Once there, Catherine, a great reader of Gothic thrillers, lets the shadowy atmosphere of the old mansion fill her mind with terrible suspicions. What is the mystery surrounding the death of Henry's mother? Is the family concealing a terrible secret within the elegant rooms of the Abbey? Can she trust Henry, or is he part of an evil conspiracy? Catherine finds dreadful portents in the most prosaic events, until Henry persuades her to see the peril in confusing life with art.Executed with high-spirited gusto, Northanger Abbey is a lighthearted, yet unsentimental commentary on love and marriage.",3.84,1593082649,9781593082642,March 3rd 2005 by Barnes & Noble Classics (first published December 1817),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718l/50398.jpg
50399,Northanger Abbey,Jane Austen," Presents Northanger Abbey by Jane Austen along with a critical introduction and contextual materials. KEY TOPICS:  This edition places Jane Austen and Northanger Abbey in the major conversations of Romanticism, not just the gothic novel and female education. It places the novel in two contexts, 1798, when it was written, and 1818, when it was published, illustrating its relevance to both periods and the major writers, especially the poets. This edition connects Jane Austen with the major Western literary tradition, from ancient myth, the Arabian Nights, to Cervantes, Flaubert, and Virginia Woolf. MARKET:  Those interested in Jane Austen and/or the novel Northanger Abbey.",3.84,0321202082,9780321202086,September 2nd 2004 by Pearson (first published December 1817),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922875l/50399.jpg
50400,Northanger Abbey,Jane Austen,"Northanger Abbey is the earliest of Jane Austen's great comedies of female enlightenment and combines literary burlesque - making fun of the excesses of the Gothic novel - with larger moral, philosophical, and social issues: the folly of letting literature get in the way of life, the inexcusability of not thinking for oneself, and the painful difficulties (especially for women) involved in growing up. Lady Susan and The Watsons are early compositions that reflect many of the qualities of Northanger Abbey. The first is an epistolary novel centring on the intrigues of the villainous Lady Susan; the second is an unfinished example of Jane Austen's most characteristic form - a story where the heroine is outstanding for her sense and goodness, virtues notably lacking in the other characters, who are here part of an altogether bleaker vision. Sanditon, too, is tragically incomplete, and it signals the achievement of a new depth and breadth of comic insight on the part of its author.",3.84,1400102057,9781400102051,February 1st 2006 by Tantor Media (first published December 1817),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328773837l/50400.jpg
50403,"Northanger Abbey, Lady Susan, the Watsons, and Sanditon",Jane Austen,"This volume contains an epistolary novel, Lady Susan, and two unfinished works, The Watsons and Sanditon, along with the well-known Northanger Abbey.",3.96,0192827588,9780192827586,"December 6th 1990 by Oxford University Press, USA (first published 1818)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170368864l/50403.jpg
50404,Northanger Abbey,Jane Austen,"Northanger Abbey was one of Austen's earliest novels, written in 1798, but it was not published until after Austen's death. The novel is the coming of age story of Catherine Morland who is taken to the fashionable resort of Bath with her friends the Allens. While in Bath, she meets Henry Tilbey and his sister Eleanor. The Tilney's invite Catherine to Northanger Abbey, the Tilney's family estate. Catherine, an avid reader of Gothic novels, soon becomes obsessed with the thought that possible atrocities are going on at the abbey.",3.84,1400132053,9781400132058,February 1st 2006 by Tantor Media (first published December 1817),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328772172l/50404.jpg
50405,"War and Peace in the Middle East: A Concise History, Revised and Updated",Avi Shlaim,"""Remarkable...breathtaking in its scope and historical precision, this is highly recommended volume for both publivc and academic libraries.—Library Journal.",3.73,0140245642,9780140245646,August 1st 1995 by Penguin Books (first published June 1st 1994),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921100l/50405.jpg
50406,"Ways of War & Peace: Realism, Liberalism, & Socialism",Michael W. Doyle,"He explores their enduring theories, and recommends that they be applied to today's fundamental international dilemmas. Although no one school has all the answers, this analysis maintains that history has provided the theoretical tools to meet modern challenges, and that great political minds of the past can still guide modern politicians through the confusion of current events.",3.84,0393969479,9780393969474,June 17th 1997 by W. W. Norton & Company (first published 1997),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924227l/50406.jpg
50407,Theories of War and Peace,Michael E. Brown,"New approaches to understanding war and peace in the changing international system.What causes war? How can wars be prevented? Scholars and policymakers have sought the answers to these questions for centuries. Although wars continue to occur, recent scholarship has made progress toward developing more sophisticated and perhaps more useful theories on the causes and prevention of war. This volume includes essays by leading scholars on contemporary approaches to understanding war and peace. The essays include expositions, analyses, and critiques of some of the more prominent and enduring explanations of war. Several authors discuss realist theories of war, which focus on the distribution of power and the potential for offensive war. Others examine the prominent hypothesis that the spread of democracy will usher in an era of peace. In light of the apparent increase in nationalism and ethnic conflict, several authors present hypotheses on how nationalism causes war and how such wars can be controlled. Contributors also engage in a vigorous debate on whether international institutions can promote peace. In a section on war and peace in the changing international system, several authors consider whether rising levels of international economic independence and environmental scarcity will influence the likelihood of war.",3.86,0262522527,9780262522526,September 15th 1998 by MIT Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347743627l/50407.jpg
50410,Chimera,John Barth,"""Rich, hilarious . . . There's every chance in the world that John Barth is a genius."" PlayboyBy the winner of the National Book Award and bestselling author of ""The Tidewater Tales,"" three of the great myths of all time revisited by a modern master. Dunyazade, Scheherazade's kid sister, holds the destiny of herself and the prince who holds her captive.Perseus, the demigod who slew the Gorgon Medusa, finds himself at forty battling for simple self-respect like any common mortal.Bellerophon, once a hero for taming the winged horse Pegasus, must wrestle with a contentment that only leaves him wretched.",3.72,0394481399,9780394481395,August 12th 1972 by Random House (first published 1972),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1241837347l/50410.jpg
50411,The Book of Ten Nights and a Night: Eleven Stories,John Barth,"The Book of Ten Nights and a Night offers both a keen introduction to the genius of John Barth and a deeply human argument for the enduring value of literature. Gathering stories written throughout this postmodern master's long career, the collection spans his entire range of styles, from straightforward narrative to experimental metafiction. In the time immediately following September 11, 2001, the veteran writer Graybard spends eleven nights with a nubile muse named WYSIWYG (What You See Is What You Get). The two lovers debate the meaning and relevance of writing and storytelling in the wake of disaster, telling a new tale each night in the tradition of Scheherazade. The Book of Ten Nights and a Night exhibits the thrilling blend of playfulness and illuminating insight that have marked Barth as one of America's most distinguished writers.",3.48,0618562087,9780618562084,May 19th 2005 by Mariner Books (first published 2004),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390224070l/50411.jpg
